Curve,FPR,TPR,TPR_Lower,TPR_Upper,AUC,AUC_CI_Lower,AUC_CI_Upper
Infrared thermography,0.09606986899563319,0.2965641952983725,,,,,
Infrared thermography,0.0982532751091703,0.2965641952983725,,,,,
Infrared thermography,0.0982532751091703,0.30198915009041594,,,,,
Infrared thermography,0.10262008733624454,0.30198915009041594,,,,,
Infrared thermography,0.10262008733624454,0.3128390596745027,,,,,
Infrared thermography,0.10480349344978165,0.3128390596745027,,,,,
Infrared thermography,0.10480349344978165,0.31645569620253167,,,,,
Infrared thermography,0.10698689956331878,0.31645569620253167,,,,,
Infrared thermography,0.10698689956331878,0.3345388788426763,,,,,
Infrared thermography,0.1091703056768559,0.3345388788426763,,,,,
Infrared thermography,0.1091703056768559,0.3399638336347197,,,,,
Infrared thermography,0.11135371179039301,0.3399638336347197,,,,,
Infrared thermography,0.11135371179039301,0.3435804701627486,,,,,
Infrared thermography,0.11353711790393013,0.3435804701627486,,,,,
Infrared thermography,0.11353711790393013,0.3471971066907776,,,,,
Infrared thermography,0.11572052401746726,0.3471971066907776,,,,,
Infrared thermography,0.11572052401746726,0.35443037974683544,,,,,
Infrared thermography,0.11790393013100436,0.35443037974683544,,,,,
Infrared thermography,0.11790393013100436,0.35985533453887886,,,,,
Infrared thermography,0.12008733624454149,0.35985533453887886,,,,,
Infrared thermography,0.12008733624454149,0.36528028933092227,,,,,
Infrared thermography,0.1222707423580786,0.36528028933092227,,,,,
Infrared thermography,0.1222707423580786,0.3743218806509946,,,,,
Infrared thermography,0.12882096069868995,0.3743218806509946,,,,,
Infrared thermography,0.12882096069868995,0.38155515370705245,,,,,
Infrared thermography,0.1331877729257642,0.38155515370705245,,,,,
Infrared thermography,0.1331877729257642,0.38698010849909587,,,,,
Infrared thermography,0.13755458515283842,0.38698010849909587,,,,,
Infrared thermography,0.13755458515283842,0.3960216998191682,,,,,
Infrared thermography,0.13973799126637554,0.3960216998191682,,,,,
Infrared thermography,0.13973799126637554,0.40325497287522605,,,,,
Infrared thermography,0.14192139737991266,0.40325497287522605,,,,,
Infrared thermography,0.14192139737991266,0.40687160940325495,,,,,
Infrared thermography,0.14410480349344978,0.40687160940325495,,,,,
Infrared thermography,0.14410480349344978,0.41952983725135623,,,,,
Infrared thermography,0.14847161572052403,0.41952983725135623,,,,,
Infrared thermography,0.14847161572052403,0.4213381555153707,,,,,
Infrared thermography,0.15065502183406113,0.4213381555153707,,,,,
Infrared thermography,0.15065502183406113,0.4231464737793852,,,,,
Infrared thermography,0.15283842794759825,0.4231464737793852,,,,,
Infrared thermography,0.15283842794759825,0.42857142857142855,,,,,
Infrared thermography,0.15502183406113537,0.42857142857142855,,,,,
Infrared thermography,0.15502183406113537,0.4412296564195298,,,,,
Infrared thermography,0.16375545851528384,0.4412296564195298,,,,,
Infrared thermography,0.16375545851528384,0.4430379746835443,,,,,
Infrared thermography,0.16593886462882096,0.4430379746835443,,,,,
Infrared thermography,0.16593886462882096,0.4448462929475588,,,,,
Infrared thermography,0.16812227074235808,0.4448462929475588,,,,,
Infrared thermography,0.16812227074235808,0.44665461121157324,,,,,
Infrared thermography,0.17248908296943233,0.44665461121157324,,,,,
Infrared thermography,0.17248908296943233,0.45027124773960214,,,,,
Infrared thermography,0.17685589519650655,0.45027124773960214,,,,,
Infrared thermography,0.17685589519650655,0.45569620253164556,,,,,
Infrared thermography,0.17903930131004367,0.45569620253164556,,,,,
Infrared thermography,0.17903930131004367,0.45750452079566006,,,,,
Infrared thermography,0.1812227074235808,0.45750452079566006,,,,,
Infrared thermography,0.1812227074235808,0.4629294755877034,,,,,
Infrared thermography,0.18340611353711792,0.4629294755877034,,,,,
Infrared thermography,0.18340611353711792,0.4665461121157324,,,,,
Infrared thermography,0.185589519650655,0.4665461121157324,,,,,
Infrared thermography,0.185589519650655,0.46835443037974683,,,,,
Infrared thermography,0.18777292576419213,0.46835443037974683,,,,,
Infrared thermography,0.18777292576419213,0.4701627486437613,,,,,
Infrared thermography,0.1943231441048035,0.4701627486437613,,,,,
Infrared thermography,0.1943231441048035,0.47377938517179025,,,,,
Infrared thermography,0.1965065502183406,0.47377938517179025,,,,,
Infrared thermography,0.1965065502183406,0.4755877034358047,,,,,
Infrared thermography,0.20087336244541484,0.4755877034358047,,,,,
Infrared thermography,0.20087336244541484,0.484629294755877,,,,,
Infrared thermography,0.20305676855895197,0.484629294755877,,,,,
Infrared thermography,0.20305676855895197,0.49005424954792043,,,,,
Infrared thermography,0.2074235807860262,0.49005424954792043,,,,,
Infrared thermography,0.2074235807860262,0.4918625678119349,,,,,
Infrared thermography,0.2096069868995633,0.4918625678119349,,,,,
Infrared thermography,0.2096069868995633,0.4972875226039783,,,,,
Infrared thermography,0.21397379912663755,0.4972875226039783,,,,,
Infrared thermography,0.21397379912663755,0.49909584086799275,,,,,
Infrared thermography,0.2183406113537118,0.49909584086799275,,,,,
